#,Date-Time (CDT/CST),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
480,08/10/2025 15:05:44,35.09,36.97,18.22,,
481,08/10/2025 16:05:44,35.21,36.79,18.24,,
482,08/10/2025 17:05:44,34.72,35.51,17.25,,
483,08/10/2025 18:05:44,31.51,41.20,16.76,,
484,08/10/2025 19:05:44,27.66,48.54,15.85,,
485,08/10/2025 20:05:44,26.50,53.26,16.24,,
486,08/10/2025 21:05:44,24.12,65.93,17.38,,
487,08/10/2025 22:05:44,22.77,69.47,16.92,,
488,08/10/2025 23:05:44,21.98,74.13,17.19,,
489,08/11/2025 00:05:44,21.91,73.89,17.06,,
490,08/11/2025 01:05:44,21.73,72.54,16.60,,
491,08/11/2025 02:05:44,21.83,69.63,16.06,,
492,08/11/2025 03:05:44,21.66,70.75,16.14,,
493,08/11/2025 04:05:44,21.45,72.71,16.37,,
494,08/11/2025 05:05:44,21.44,74.20,16.67,,
495,08/11/2025 06:05:44,21.31,75.48,16.82,,
496,08/11/2025 07:05:44,21.34,77.38,17.25,,
497,08/11/2025 08:05:44,21.41,76.94,17.22,,
498,08/11/2025 09:05:44,21.56,77.53,17.49,,
499,08/11/2025 10:05:44,21.43,78.71,17.60,,
500,08/11/2025 11:05:44,23.12,74.62,18.39,,
501,08/11/2025 12:05:44,26.98,61.64,19.01,,
502,08/11/2025 13:05:44,28.55,55.33,18.75,,
503,08/11/2025 14:05:44,29.53,54.24,19.33,,
504,08/11/2025 15:05:44,30.71,50.59,19.30,,
505,08/11/2025 16:05:44,31.38,50.02,19.74,,
506,08/11/2025 17:05:44,30.21,51.68,19.18,,
507,08/11/2025 18:05:44,29.69,53.57,19.28,,
508,08/11/2025 19:05:44,26.57,60.34,18.28,,
509,08/11/2025 20:05:44,25.60,62.60,17.96,,
510,08/11/2025 21:05:44,24.83,64.78,17.77,,
511,08/11/2025 22:05:44,24.17,65.69,17.37,,
512,08/11/2025 23:05:44,23.78,67.88,17.51,,
513,08/12/2025 00:05:44,23.34,71.65,17.96,,
514,08/12/2025 01:05:44,22.43,79.46,18.72,,
515,08/12/2025 02:05:44,21.83,78.89,18.03,,
516,08/12/2025 03:05:44,21.70,77.87,17.70,,
517,08/12/2025 04:05:44,21.58,79.95,18.00,,
518,08/12/2025 05:05:44,21.63,79.74,18.00,,
519,08/12/2025 06:05:44,21.62,78.47,17.74,,
520,08/12/2025 07:05:44,21.47,80.17,17.93,,
521,08/12/2025 08:05:44,21.33,80.28,17.81,,
522,08/12/2025 09:05:44,20.66,84.63,18.00,,
523,08/12/2025 10:05:44,21.07,85.14,18.50,,
524,08/12/2025 11:05:44,22.52,78.78,18.68,,
525,08/12/2025 12:05:44,24.72,73.36,19.65,,
526,08/12/2025 13:05:44,25.68,67.73,19.29,,
527,08/12/2025 13:18:15,,,,Logged,
528,08/12/2025 13:18:49,,,,Logged,
529,08/12/2025 13:18:59,,,,Logged,
530,08/12/2025 13:19:56,,,,Logged,
531,08/12/2025 13:20:02,,,,Logged,
532,08/12/2025 14:05:44,27.83,60.00,19.38,,
533,08/12/2025 15:05:44,29.38,52.54,18.69,,
534,08/12/2025 16:05:44,30.15,49.31,18.38,,
535,08/12/2025 17:05:44,29.41,52.03,18.56,,
536,08/12/2025 18:05:44,28.21,54.80,18.28,,
537,08/12/2025 19:05:44,25.75,60.44,17.54,,
538,08/12/2025 20:05:44,25.36,62.89,17.80,,
539,08/12/2025 21:05:44,24.84,65.70,18.01,,
540,08/12/2025 22:05:44,24.26,68.58,18.13,,
541,08/12/2025 23:05:44,23.80,71.74,18.42,,
542,08/13/2025 00:05:44,22.98,74.27,18.17,,
543,08/13/2025 01:05:44,22.39,77.58,18.30,,
544,08/13/2025 02:05:44,22.16,79.48,18.47,,
545,08/13/2025 03:05:44,21.76,80.74,18.32,,
546,08/13/2025 04:05:44,21.37,80.84,17.97,,
547,08/13/2025 05:05:44,21.19,81.18,17.86,,
548,08/13/2025 06:05:44,20.94,82.56,17.88,,
549,08/13/2025 07:05:44,20.73,83.76,17.90,,
550,08/13/2025 08:05:44,20.99,82.41,17.90,,
551,08/13/2025 09:05:44,21.44,82.61,18.38,,
552,08/13/2025 10:05:44,23.18,77.30,19.02,,
553,08/13/2025 11:05:44,26.53,65.70,19.61,,
554,08/13/2025 11:28:43,,,,Logged,
555,08/13/2025 11:28:52,,,,Logged,
556,08/13/2025 11:29:00,,,,Logged,
557,08/13/2025 11:29:24,,,,Logged,
558,08/13/2025 12:05:44,30.23,49.22,18.42,,
559,08/13/2025 13:05:44,30.35,47.90,18.10,,
560,08/13/2025 14:05:44,32.94,42.86,18.67,,
561,08/13/2025 15:05:44,33.69,40.61,18.48,,
562,08/13/2025 16:05:44,33.44,40.66,18.27,,
563,08/13/2025 17:05:44,32.85,41.44,18.05,,
564,08/13/2025 18:05:44,30.87,44.67,17.46,,
565,08/13/2025 19:05:44,29.53,47.01,17.05,,
566,08/13/2025 20:05:44,28.29,50.72,17.12,,
567,08/13/2025 21:05:44,27.01,54.44,17.05,,
568,08/13/2025 22:05:44,26.12,56.75,16.89,,
569,08/13/2025 23:05:44,25.01,61.88,17.22,,
570,08/14/2025 00:05:44,23.85,67.08,17.39,,
571,08/14/2025 01:05:44,23.08,70.63,17.47,,
572,08/14/2025 02:05:44,22.44,73.92,17.58,,
573,08/14/2025 03:05:44,21.91,78.45,18.01,,
574,08/14/2025 04:05:44,21.68,79.64,18.03,,
575,08/14/2025 05:05:44,21.61,80.80,18.19,,
576,08/14/2025 06:05:44,21.21,82.37,18.11,,
577,08/14/2025 07:05:44,20.91,83.20,17.97,,
578,08/14/2025 08:05:44,20.91,83.51,18.03,,
579,08/14/2025 09:05:44,21.47,82.28,18.34,,
580,08/14/2025 10:05:44,23.40,76.33,19.03,,
581,08/14/2025 11:05:44,26.80,62.93,19.17,,
582,08/14/2025 12:05:44,30.99,52.03,20.01,,
583,08/14/2025 13:05:44,33.81,42.49,19.31,,
584,08/14/2025 14:05:44,35.36,36.06,18.05,,
585,08/14/2025 15:05:44,36.32,33.11,17.53,,
586,08/14/2025 16:05:44,37.26,28.83,16.17,,
587,08/14/2025 17:05:44,36.66,29.00,15.74,,
588,08/14/2025 18:05:44,34.59,32.07,15.53,,
589,08/14/2025 19:05:44,32.82,36.99,16.22,,
590,08/14/2025 20:05:44,30.04,44.73,16.73,,
591,08/14/2025 21:05:44,27.83,52.12,17.12,,
592,08/14/2025 22:05:44,26.72,53.21,16.43,,
593,08/14/2025 23:05:44,26.17,53.52,16.01,,
594,08/15/2025 00:05:44,25.84,53.34,15.65,,
595,08/15/2025 01:05:44,25.41,54.45,15.58,,
596,08/15/2025 02:05:44,24.84,55.75,15.42,,
597,08/15/2025 03:05:44,24.65,58.57,16.01,,
598,08/15/2025 04:05:44,24.34,61.41,16.46,,
599,08/15/2025 05:05:44,24.10,63.88,16.86,,
600,08/15/2025 06:05:44,23.86,65.16,16.94,,
601,08/15/2025 07:05:44,23.51,67.05,17.07,,
602,08/15/2025 08:05:44,23.64,67.75,17.35,,
603,08/15/2025 09:05:44,24.51,65.60,17.66,,
604,08/15/2025 10:05:44,25.87,63.16,18.35,,
605,08/15/2025 11:05:44,27.72,58.60,18.90,,
606,08/15/2025 12:05:44,30.51,51.39,19.37,,
607,08/15/2025 13:05:44,32.43,40.33,17.24,,
608,08/15/2025 14:05:44,34.19,38.44,18.04,,
609,08/15/2025 15:05:44,32.97,40.12,17.63,,
610,08/15/2025 16:05:44,36.04,36.06,18.65,,
611,08/15/2025 17:05:44,33.55,40.99,18.50,,
612,08/15/2025 18:05:44,32.51,42.50,18.15,,
613,08/15/2025 19:05:44,29.41,50.67,18.13,,
614,08/15/2025 20:05:44,27.40,57.01,18.15,,
615,08/15/2025 21:05:44,26.30,59.99,17.94,,
616,08/15/2025 22:05:44,25.76,60.57,17.58,,
617,08/15/2025 23:05:44,25.12,61.56,17.23,,
618,08/16/2025 00:05:44,24.92,62.64,17.32,,
619,08/16/2025 01:05:44,24.83,63.46,17.45,,
620,08/16/2025 02:05:44,24.64,64.31,17.47,,
621,08/16/2025 03:05:44,24.34,64.12,17.14,,
622,08/16/2025 04:05:44,24.03,66.05,17.32,,
623,08/16/2025 05:05:44,23.67,69.49,17.78,,
624,08/16/2025 06:05:44,23.09,73.06,18.03,,
625,08/16/2025 07:05:44,22.79,75.48,18.25,,
626,08/16/2025 08:05:44,22.76,77.19,18.58,,
627,08/16/2025 09:05:44,23.12,78.71,19.24,,
628,08/16/2025 10:05:44,25.23,72.78,20.01,,
629,08/16/2025 11:05:44,27.69,64.59,20.43,,
630,08/16/2025 12:05:44,31.22,52.15,20.26,,
631,08/16/2025 13:05:44,31.19,49.92,19.52,,
632,08/16/2025 14:05:44,33.69,40.94,18.60,,
633,08/16/2025 15:05:44,34.00,39.02,18.11,,
634,08/16/2025 16:05:44,34.80,37.89,18.35,,
635,08/16/2025 17:05:44,33.83,38.42,17.71,,
636,08/16/2025 18:05:44,31.48,44.60,17.98,,
637,08/16/2025 19:05:44,30.15,48.38,18.07,,
638,08/16/2025 20:05:44,27.28,59.16,18.63,,
639,08/16/2025 21:05:44,26.11,61.68,18.20,,
640,08/16/2025 22:05:44,25.93,64.12,18.65,,
641,08/16/2025 23:05:44,25.40,64.79,18.31,,
642,08/17/2025 00:05:44,24.79,66.92,18.25,,
643,08/17/2025 01:05:44,24.42,64.96,17.43,,
644,08/17/2025 02:05:44,23.97,66.96,17.48,,
645,08/17/2025 03:05:44,23.65,70.21,17.93,,
646,08/17/2025 04:05:44,23.61,73.54,18.63,,
647,08/17/2025 05:05:44,23.32,73.99,18.44,,
648,08/17/2025 06:05:44,22.99,73.57,18.04,,
649,08/17/2025 07:05:44,22.83,76.40,18.48,,
650,08/17/2025 08:05:44,23.19,77.87,19.14,,
651,08/17/2025 09:05:44,23.91,77.79,19.82,,
652,08/17/2025 10:05:44,25.51,69.52,19.55,,
653,08/17/2025 11:05:44,27.61,63.75,20.14,,
654,08/17/2025 12:05:44,29.06,59.86,20.49,,
655,08/17/2025 13:05:44,32.45,49.34,20.49,,
656,08/17/2025 14:05:44,34.41,43.21,20.12,,
657,08/17/2025 15:05:44,26.05,78.09,21.96,,
658,08/17/2025 16:05:44,30.23,53.47,19.75,,
659,08/17/2025 17:05:44,25.27,68.24,19.02,,
660,08/17/2025 18:05:44,22.15,85.80,19.68,,
661,08/17/2025 19:05:44,22.99,87.10,20.76,,
662,08/17/2025 20:05:44,23.24,86.36,20.86,,
663,08/17/2025 21:05:44,23.67,86.74,21.36,,
664,08/17/2025 22:05:44,23.39,84.56,20.67,,
665,08/17/2025 23:05:44,23.05,83.16,20.07,,
666,08/18/2025 00:05:44,22.55,82.64,19.47,,
667,08/18/2025 01:05:44,22.12,82.85,19.10,,
668,08/18/2025 02:05:44,21.85,82.94,18.84,,
669,08/18/2025 03:05:44,21.80,84.14,19.03,,
670,08/18/2025 04:05:44,21.59,85.44,19.07,,
671,08/18/2025 05:05:44,21.52,86.58,19.21,,
672,08/18/2025 06:05:44,21.42,86.77,19.15,,
673,08/18/2025 07:05:44,21.16,86.73,18.89,,
674,08/18/2025 08:05:44,21.27,87.60,19.15,,
675,08/18/2025 09:05:44,21.83,85.97,19.41,,
676,08/18/2025 10:05:44,23.22,81.18,19.84,,
677,08/18/2025 11:05:44,26.30,67.88,19.91,,
678,08/18/2025 12:05:44,29.94,55.35,20.05,,
679,08/18/2025 13:05:44,33.08,47.58,20.47,,
680,08/18/2025 14:05:44,35.09,42.49,20.46,,
681,08/18/2025 15:05:44,35.99,39.47,20.06,,
682,08/18/2025 16:05:44,36.51,37.50,19.70,,
683,08/18/2025 17:05:44,33.17,41.77,18.46,,
684,08/18/2025 18:05:44,30.16,52.82,19.49,,
685,08/18/2025 19:05:44,26.26,71.61,20.75,,
686,08/18/2025 20:05:44,23.80,77.67,19.69,,
687,08/18/2025 21:05:44,23.78,76.09,19.34,,
688,08/18/2025 22:05:44,24.01,70.89,18.43,,
689,08/18/2025 23:05:44,23.95,74.69,19.21,,
690,08/19/2025 00:05:44,23.36,74.32,18.56,,
691,08/19/2025 01:05:44,23.18,74.00,18.31,,
692,08/19/2025 02:05:44,22.87,74.61,18.15,,
693,08/19/2025 03:05:44,22.83,79.55,19.14,,
694,08/19/2025 04:05:44,22.43,78.51,18.53,,
695,08/19/2025 05:05:44,21.74,79.54,18.07,,
696,08/19/2025 06:05:44,21.55,82.03,18.37,,
697,08/19/2025 07:05:44,21.50,82.57,18.43,,
698,08/19/2025 08:05:44,21.62,82.73,18.58,,
699,08/19/2025 09:05:44,22.29,82.76,19.24,,
700,08/19/2025 10:05:44,24.16,77.03,19.91,,
701,08/19/2025 11:05:44,27.67,61.60,19.65,,
702,08/19/2025 12:05:44,31.63,50.18,20.02,,
703,08/19/2025 13:05:44,33.69,45.14,20.18,,
704,08/19/2025 14:05:44,35.45,41.81,20.52,,
705,08/19/2025 15:05:44,34.12,42.78,19.70,,
706,08/19/2025 16:05:44,34.32,41.54,19.40,,
707,08/19/2025 17:05:44,35.62,38.93,19.51,,
708,08/19/2025 18:05:44,34.14,38.72,18.12,,
709,08/19/2025 19:05:44,31.60,43.67,17.76,,
710,08/19/2025 20:05:44,28.43,56.03,18.83,,
711,08/19/2025 21:05:44,26.70,64.85,19.56,,
712,08/19/2025 22:05:44,24.90,74.39,20.06,,
713,08/19/2025 23:05:44,23.96,73.13,18.87,,
714,08/20/2025 00:05:44,23.65,76.38,19.27,,
715,08/20/2025 01:05:44,23.23,76.01,18.79,,
716,08/20/2025 02:05:44,22.91,77.90,18.87,,
717,08/20/2025 03:05:44,22.71,79.60,19.03,,
718,08/20/2025 04:05:44,22.44,80.25,18.90,,
719,08/20/2025 05:05:44,22.23,82.31,19.10,,
720,08/20/2025 06:05:44,21.61,81.00,18.23,,
721,08/20/2025 07:05:44,21.36,79.15,17.62,,
722,08/20/2025 08:05:44,21.45,78.37,17.55,,
723,08/20/2025 09:05:44,22.11,79.01,18.32,,
724,08/20/2025 10:05:44,23.15,78.41,19.21,,
725,08/20/2025 11:05:44,26.27,69.08,20.17,,
726,08/20/2025 12:05:44,27.95,64.88,20.75,,
727,08/20/2025 13:05:44,31.16,54.00,20.77,,
728,08/20/2025 14:05:44,33.08,49.39,21.09,,
729,08/20/2025 15:05:44,33.63,46.67,20.66,,
730,08/20/2025 16:05:44,34.96,43.57,20.75,,
731,08/20/2025 17:05:44,33.01,45.43,19.67,,
732,08/20/2025 18:05:44,31.71,49.96,20.01,,
733,08/20/2025 19:05:44,29.34,55.19,19.44,,
734,08/20/2025 20:05:44,27.36,61.44,19.31,,
735,08/20/2025 21:05:44,25.92,66.88,19.32,,
736,08/20/2025 22:05:44,25.19,69.30,19.19,,
737,08/20/2025 23:05:44,24.47,72.76,19.29,,
738,08/21/2025 00:05:44,24.01,74.18,19.15,,
739,08/21/2025 01:05:44,23.70,75.10,19.05,,
740,08/21/2025 02:05:44,23.31,76.40,18.95,,
741,08/21/2025 03:05:44,22.99,78.72,19.12,,
742,08/21/2025 04:05:44,22.72,80.41,19.20,,
743,08/21/2025 05:05:44,22.26,79.74,18.61,,
744,08/21/2025 06:05:44,21.60,81.55,18.33,,
745,08/21/2025 07:05:44,21.08,83.96,18.28,,
746,08/21/2025 08:05:44,21.42,83.17,18.47,,
747,08/21/2025 09:05:44,21.51,85.64,19.03,,
748,08/21/2025 10:05:44,23.72,81.83,20.45,,
749,08/21/2025 11:05:44,26.30,68.05,19.95,,
750,08/21/2025 12:05:44,29.62,59.58,20.94,,
751,08/21/2025 13:05:44,31.97,50.03,20.28,,
752,08/21/2025 14:05:44,33.24,44.26,19.45,,
753,08/21/2025 15:05:44,35.08,41.33,20.00,,
754,08/21/2025 16:05:44,36.87,35.45,19.11,,
755,08/21/2025 17:05:44,35.30,35.14,17.59,,
756,08/21/2025 18:05:44,33.90,36.63,17.03,,
757,08/21/2025 19:05:44,30.42,46.13,17.56,,
758,08/21/2025 20:05:44,26.62,56.85,17.39,,
759,08/21/2025 21:05:44,24.87,63.59,17.52,,
760,08/21/2025 22:05:44,23.94,64.27,16.80,,
761,08/21/2025 23:05:44,23.16,64.21,16.05,,
762,08/22/2025 00:05:44,22.79,65.95,16.12,,
763,08/22/2025 01:05:44,22.28,68.75,16.28,,
764,08/22/2025 02:05:44,21.94,69.18,16.05,,
765,08/22/2025 03:05:44,21.66,70.70,16.13,,
766,08/22/2025 04:05:44,21.59,71.57,16.26,,
767,08/22/2025 05:05:44,21.89,71.57,16.54,,
768,08/22/2025 06:05:44,21.91,72.76,16.82,,
769,08/22/2025 07:05:44,21.89,71.75,16.58,,
770,08/22/2025 08:05:44,21.94,72.76,16.85,,
771,08/22/2025 09:05:44,21.75,74.43,17.02,,
772,08/22/2025 10:05:44,24.34,65.04,17.36,,
773,08/22/2025 11:05:44,28.81,46.29,16.15,,
774,08/22/2025 12:05:44,33.84,35.91,16.66,,
775,08/22/2025 13:05:44,35.48,35.31,17.83,,
776,08/22/2025 14:05:44,36.97,33.14,18.11,,
777,08/22/2025 15:05:44,36.19,33.87,17.79,,
778,08/22/2025 16:05:44,36.79,31.09,16.94,,
779,08/22/2025 17:05:44,35.44,32.79,16.61,,
780,08/22/2025 18:05:44,33.25,36.59,16.43,,
781,08/22/2025 19:05:44,30.47,43.56,16.70,,
782,08/22/2025 20:05:44,27.28,52.20,16.64,,
783,08/22/2025 21:05:44,25.44,56.81,16.27,,
784,08/22/2025 22:05:44,24.23,60.20,16.04,,
785,08/22/2025 23:05:44,23.29,60.60,15.26,,
786,08/23/2025 00:05:44,22.33,63.26,15.03,,
787,08/23/2025 01:05:44,21.76,66.10,15.18,,
788,08/23/2025 02:05:44,21.22,67.20,14.92,,
789,08/23/2025 03:05:44,20.84,69.86,15.16,,
790,08/23/2025 04:05:44,20.60,71.75,15.34,,
791,08/23/2025 05:05:44,21.63,70.01,15.95,,
792,08/23/2025 06:05:44,21.73,69.94,16.02,,
793,08/23/2025 07:05:44,21.89,69.49,16.08,,
794,08/23/2025 08:05:44,21.93,70.55,16.35,,
795,08/23/2025 09:05:44,21.18,76.57,16.92,,
796,08/23/2025 10:05:44,23.41,68.97,17.41,,
797,08/23/2025 11:05:44,27.08,52.82,16.64,,
798,08/23/2025 12:05:44,31.24,43.13,17.24,,
799,08/23/2025 13:05:44,33.83,38.29,17.67,,
800,08/23/2025 14:05:44,33.51,38.40,17.43,,
801,08/23/2025 15:05:44,34.86,34.93,17.11,,
802,08/23/2025 16:05:44,36.04,33.49,17.47,,
803,08/23/2025 17:05:44,34.19,35.62,16.84,,
804,08/23/2025 18:05:44,32.12,38.01,16.03,,
805,08/23/2025 19:05:44,29.60,43.04,15.73,,
806,08/23/2025 20:05:44,26.29,51.92,15.64,,
807,08/23/2025 21:05:44,24.46,58.87,15.91,,
808,08/23/2025 22:05:44,23.59,62.00,15.91,,
809,08/23/2025 23:05:44,22.69,61.57,14.95,,
810,08/24/2025 00:05:44,21.93,65.00,15.07,,
811,08/24/2025 01:05:44,21.59,66.61,15.13,,
812,08/24/2025 02:05:44,21.46,67.89,15.30,,
813,08/24/2025 03:05:44,21.33,69.12,15.46,,
814,08/24/2025 04:05:44,21.13,69.31,15.31,,
815,08/24/2025 05:05:44,20.82,71.29,15.45,,
816,08/24/2025 06:05:44,20.44,71.87,15.22,,
817,08/24/2025 07:05:44,21.36,70.17,15.72,,
818,08/24/2025 08:05:44,21.37,71.18,15.95,,
819,08/24/2025 09:05:44,21.16,75.42,16.66,,
820,08/24/2025 10:05:44,23.51,66.42,16.91,,
821,08/24/2025 11:05:44,27.17,52.93,16.76,,
822,08/24/2025 12:05:44,31.23,43.69,17.44,,
823,08/24/2025 13:05:44,33.79,38.70,17.80,,
824,08/24/2025 14:05:44,35.24,36.04,17.94,,
825,08/24/2025 15:05:44,34.62,37.18,17.90,,
826,08/24/2025 16:05:44,34.26,38.60,18.17,,
827,08/24/2025 17:05:44,34.75,37.25,18.04,,
828,08/24/2025 18:05:44,31.93,40.90,17.01,,
829,08/24/2025 19:05:44,29.37,48.56,17.42,,
830,08/24/2025 20:05:44,26.45,56.67,17.17,,
831,08/24/2025 21:05:44,24.90,61.74,17.07,,
832,08/24/2025 22:05:44,24.29,63.95,17.05,,
833,08/24/2025 23:05:44,23.88,66.12,17.19,,
834,08/25/2025 00:05:44,23.27,67.61,16.97,,
835,08/25/2025 01:05:44,23.02,68.49,16.93,,
836,08/25/2025 02:05:44,22.72,68.31,16.60,,
837,08/25/2025 03:05:44,22.28,69.69,16.49,,
838,08/25/2025 04:05:44,21.83,70.31,16.21,,
839,08/25/2025 05:05:44,21.51,70.26,15.89,,
840,08/25/2025 06:05:44,21.25,71.13,15.83,,
841,08/25/2025 07:05:44,21.11,71.58,15.79,,
842,08/25/2025 08:05:44,21.16,71.55,15.83,,
843,08/25/2025 09:05:44,21.85,71.40,16.47,,
844,08/25/2025 10:05:44,23.94,64.85,16.95,,
845,08/25/2025 11:05:44,27.62,53.92,17.47,,
846,08/25/2025 12:05:44,31.62,45.05,18.27,,
847,08/25/2025 13:05:44,34.50,38.50,18.34,,
848,08/25/2025 14:05:44,35.86,35.68,18.33,,
849,08/25/2025 15:05:44,36.30,33.42,17.67,,
850,08/25/2025 16:05:44,32.55,41.06,17.63,,
851,08/25/2025 17:05:44,29.36,48.29,17.32,,
852,08/25/2025 18:05:44,26.17,54.87,16.40,,
853,08/25/2025 19:05:44,25.65,65.60,18.75,,
854,08/25/2025 20:05:44,24.13,69.35,18.19,,
855,08/25/2025 21:05:44,22.98,73.74,18.07,,
856,08/25/2025 22:05:44,22.23,74.66,17.54,,
857,08/25/2025 23:05:44,21.46,76.42,17.16,,
858,08/26/2025 00:05:44,21.31,77.94,17.33,,
859,08/26/2025 01:05:44,21.42,78.00,17.45,,
860,08/26/2025 02:05:44,21.76,78.04,17.78,,
861,08/26/2025 03:05:44,21.77,78.25,17.84,,
862,08/26/2025 04:05:44,21.75,77.70,17.70,,
863,08/26/2025 05:05:44,21.69,77.40,17.59,,
864,08/26/2025 06:05:44,21.75,76.66,17.49,,
865,08/26/2025 07:05:44,21.81,77.65,17.76,,
866,08/26/2025 08:05:44,21.80,77.22,17.66,,
867,08/26/2025 09:05:44,21.81,77.12,17.65,,
868,08/26/2025 10:05:44,21.63,76.31,17.31,,
869,08/26/2025 11:05:44,21.25,77.40,17.16,,
870,08/26/2025 12:05:44,20.99,80.31,17.49,,
871,08/26/2025 13:05:44,23.96,70.14,18.21,,
872,08/26/2025 14:05:44,25.72,63.50,18.30,,
873,08/26/2025 15:05:44,28.29,57.80,19.20,,
874,08/26/2025 16:05:44,30.00,52.34,19.19,,
875,08/26/2025 17:05:44,30.32,51.68,19.29,,
876,08/26/2025 18:05:44,28.63,56.40,19.13,,
877,08/26/2025 19:05:44,26.16,63.61,18.74,,
878,08/26/2025 20:05:44,24.10,70.72,18.47,,
879,08/26/2025 21:05:44,23.01,76.50,18.68,,
880,08/26/2025 22:05:44,22.24,77.41,18.12,,
881,08/26/2025 23:05:44,21.72,78.60,17.86,,
882,08/27/2025 00:05:44,21.99,77.94,17.99,,
883,08/27/2025 01:05:44,21.96,78.59,18.09,,
884,08/27/2025 02:05:44,21.91,76.91,17.70,,
885,08/27/2025 03:05:44,21.83,78.75,18.00,,
886,08/27/2025 04:05:44,21.87,79.87,18.27,,
887,08/27/2025 05:05:44,21.76,79.80,18.14,,
888,08/27/2025 06:05:44,21.75,78.98,17.96,,
889,08/27/2025 07:05:44,21.76,79.31,18.05,,
890,08/27/2025 08:05:44,21.86,79.59,18.19,,
891,08/27/2025 09:05:44,21.22,82.02,18.05,,
892,08/27/2025 10:05:44,21.09,85.56,18.60,,
893,08/27/2025 11:05:44,24.14,77.46,19.98,,
894,08/27/2025 12:05:44,28.25,63.33,20.64,,
895,08/27/2025 13:05:44,30.72,54.53,20.52,,
896,08/27/2025 14:05:44,32.14,47.54,19.61,,
897,08/27/2025 15:05:44,34.99,39.77,19.30,,
898,08/27/2025 16:05:44,35.65,35.91,18.24,,
899,08/27/2025 17:05:44,34.69,36.76,17.78,,
900,08/27/2025 18:05:44,32.65,39.14,16.96,,
901,08/27/2025 19:05:44,29.52,48.06,17.39,,
902,08/27/2025 20:05:44,26.74,58.53,17.95,,
903,08/27/2025 21:05:44,25.77,66.83,19.16,,
904,08/27/2025 22:05:44,25.12,68.45,18.93,,
905,08/27/2025 23:05:44,24.68,73.78,19.71,,
906,08/28/2025 00:05:44,24.34,74.22,19.48,,
907,08/28/2025 01:05:44,23.88,75.27,19.26,,
908,08/28/2025 02:05:44,23.46,75.58,18.92,,
909,08/28/2025 03:05:44,23.03,76.25,18.65,,
910,08/28/2025 04:05:44,22.74,77.23,18.57,,
911,08/28/2025 05:05:44,22.62,78.01,18.61,,
912,08/28/2025 06:05:44,22.42,79.36,18.69,,
913,08/28/2025 07:05:44,22.19,80.02,18.60,,
914,08/28/2025 08:05:44,21.98,81.32,18.65,,
915,08/28/2025 09:05:44,22.04,78.74,18.20,,
916,08/28/2025 10:05:44,24.09,71.14,18.55,,
917,08/28/2025 11:05:44,27.35,61.07,19.21,,
918,08/28/2025 12:05:44,33.20,46.41,20.18,,
919,08/28/2025 13:05:44,35.84,40.39,20.31,,
920,08/28/2025 14:05:44,38.47,33.52,19.60,,
921,08/28/2025 15:05:44,40.12,31.32,19.94,,
922,08/28/2025 16:05:44,40.31,28.46,18.55,,
923,08/28/2025 17:05:44,37.55,30.33,17.21,,
924,08/28/2025 18:05:44,35.33,33.70,16.96,,
925,08/28/2025 19:05:44,32.39,40.77,17.38,,
926,08/28/2025 20:05:44,29.01,51.03,17.88,,
927,08/28/2025 21:05:44,26.94,68.14,20.59,,
928,08/28/2025 22:05:44,25.85,73.45,20.77,,
929,08/28/2025 23:05:44,24.84,78.85,20.94,,
930,08/29/2025 00:05:44,24.12,81.18,20.72,,
931,08/29/2025 01:05:44,23.80,81.70,20.51,,
932,08/29/2025 02:05:44,23.25,81.93,20.02,,
933,08/29/2025 03:05:44,22.67,82.79,19.62,,
934,08/29/2025 04:05:44,22.44,83.32,19.50,,
935,08/29/2025 05:05:44,22.19,84.40,19.46,,
936,08/29/2025 06:05:44,22.03,84.13,19.25,,
937,08/29/2025 07:05:44,21.92,84.58,19.23,,
938,08/29/2025 08:05:44,22.03,85.36,19.48,,
939,08/29/2025 09:05:44,22.41,84.48,19.69,,
940,08/29/2025 10:05:44,23.17,82.01,19.96,,
941,08/29/2025 11:05:44,24.44,75.79,19.91,,
942,08/29/2025 12:05:44,28.52,64.02,21.08,,
943,08/29/2025 13:05:44,31.44,56.34,21.72,,
944,08/29/2025 14:05:44,32.41,52.17,21.37,,
945,08/29/2025 15:05:44,34.96,46.84,21.93,,
946,08/29/2025 16:05:44,33.61,47.93,21.08,,
947,08/29/2025 17:05:44,32.20,52.13,21.16,,
948,08/29/2025 18:05:44,29.76,57.17,20.39,,
949,08/29/2025 19:05:44,27.50,64.61,20.26,,
950,08/29/2025 20:05:44,24.99,71.96,19.61,,
951,08/29/2025 21:05:44,23.94,75.09,19.28,,
952,08/29/2025 22:05:44,23.12,77.37,18.96,,
953,08/29/2025 23:05:44,22.54,78.93,18.72,,
954,08/30/2025 00:05:44,22.12,82.87,19.10,,
955,08/30/2025 01:05:44,22.01,85.74,19.54,,
956,08/30/2025 02:05:44,21.83,85.60,19.34,,
957,08/30/2025 03:05:44,21.75,86.56,19.43,,
958,08/30/2025 04:05:44,21.77,85.80,19.31,,
959,08/30/2025 05:05:44,21.84,88.04,19.80,,
960,08/30/2025 06:05:44,21.83,86.64,19.53,,
961,08/30/2025 07:05:44,21.91,87.25,19.72,,
