SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
23,06:36:24,2025-10-05,g34p_dark,mrk,Flag,283,,,0.313308,2.921747,0.282965,2.218085,2.094428,2.039357,2.782082,0.687654,22.618431,23.229225,30.855968,0.441786,7.500000,PSF-00438_20251005063624_da6,0.521421,1.120806,0.534780,0.000000,0.000000,0.000000,0.5,0.80,0.005329,1.000000,65.46,63.74,25.11,22.78,22.78,90.16,156.7,-19.2,112.2,0,4.055,06:32:06,2025-10-05,0.01,1,0.059,0.103,0.150,0.195,0.045,0.131,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485466,2.502065,1.655540,0.567539,0.271587,-0.025755,0.353580,0.107323,0.521421,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063624_da6,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
24,06:36:41,2025-10-05,g34p_dark,mrk,,283,,,-0.000040,2.921691,-0.000040,-0.000649,2.047843,2.047860,3.479368,1.431524,22.711853,22.711674,38.588039,0.441786,7.500000,PSF-00438_20251005063641_b47,79.098701,343.427185,0.769678,0.000000,0.000000,0.000000,0.5,0.80,0.007425,1.000000,63.98,63.98,25.11,26.52,26.52,90.17,156.7,156.4,0.2,0,4.052,06:32:06,2025-10-05,0.01,1,-0.000,-0.018,-0.121,-0.153,10.360,35.178,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485783,2.500139,1.655481,0.937368,0.271530,0.016584,0.354774,0.107323,79.098701,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063641_b47,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
25,06:38:40,2025-10-05,g34p_dark,mrk,,282,,,0.036810,2.921056,0.036352,0.366712,2.050004,2.040889,2.934434,0.884431,22.634983,22.736071,32.545071,0.441786,7.500000,PSF-00438_20251005063840_637,77.072380,298.193329,0.741535,0.000000,0.000000,0.000000,0.5,0.80,0.007390,1.000000,63.73,63.45,25.19,23.66,23.66,90.17,156.6,-9.4,106.0,0,4.023,06:32:06,2025-10-05,0.01,1,0.004,0.036,0.049,-4.948,2.119,72.641,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485073,2.499792,1.654817,0.584454,0.270632,-0.016927,0.363515,0.107323,77.072380,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063840_637,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
26,06:39:42,2025-10-05,g34p_dark,mrk,,280,,,-0.013326,2.922566,-0.013387,-0.120017,2.037664,2.040644,2.824213,0.786548,22.632582,22.599533,31.323065,0.441786,7.500000,PSF-00438_20251005063942_c17,107.216835,546.674255,0.803874,0.000000,0.000000,0.000000,0.5,0.80,0.007244,1.000000,63.12,63.21,25.26,23.03,23.03,90.16,156.8,156.6,0.1,0,4.050,06:32:06,2025-10-05,0.01,1,-0.021,0.015,0.041,75.361,55.643,28.446,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484743,2.498969,1.656398,0.937726,0.269960,-0.024716,0.367880,0.107321,107.216835,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005063942_c17,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
27,06:40:57,2025-10-05,g34p_dark,mrk,,287,,,-0.011171,2.922562,-0.011213,-0.123312,2.043378,2.046440,3.007138,0.963760,22.696671,22.662716,33.351597,0.441786,7.500000,PSF-00438_20251005064057_c30,121.304512,605.240845,0.799576,0.000000,0.000000,0.000000,0.5,0.80,0.007841,1.000000,63.00,63.09,25.33,24.07,24.07,90.16,156.8,156.6,0.1,0,4.048,06:32:06,2025-10-05,0.01,1,-0.000,0.001,-9999.000,-0.313,-0.177,-9999.000,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484570,2.498791,1.656394,0.937776,0.269110,-0.013974,0.373113,0.107323,121.304512,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005064057_c30,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
28,06:42:13,2025-10-05,g34p_dark,mrk,,259,,,-0.004329,2.922267,-0.004336,-0.050863,2.041127,2.042390,3.068938,1.027811,22.651573,22.637566,34.036720,0.441786,7.500000,PSF-00438_20251005064213_cf6,100.657585,401.052124,0.749016,0.000000,0.000000,0.000000,0.5,0.80,0.007702,1.000000,62.65,62.69,25.41,24.41,24.41,90.17,156.8,70.3,55.1,0,4.046,06:32:06,2025-10-05,0.01,1,0.000,0.002,-0.000,-0.063,-0.430,-1.367,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484036,2.498325,1.656085,0.737124,0.268327,-0.010987,0.378360,0.107324,100.657585,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005064213_cf6,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
29,06:43:22,2025-10-05,g34p_dark,mrk,,278,,,-0.008917,2.921916,-0.008945,-0.104589,2.049702,2.052300,3.074110,1.024408,22.759901,22.731091,34.091713,0.441786,7.500000,PSF-00438_20251005064322_0d0,128.435608,510.576721,0.748450,0.000000,0.000000,0.000000,0.5,0.80,0.006149,1.000000,62.66,62.74,25.48,24.43,24.43,90.17,156.7,156.7,0.0,0,4.044,06:42:29,2025-10-05,0.01,1,0.001,0.001,-0.006,-0.740,-1.858,0.257,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484078,2.498320,1.655717,0.937956,0.267589,-0.011462,0.383125,0.107319,128.435608,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005064322_0d0,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
30,06:44:49,2025-10-05,g34p_dark,mrk,,274,,,0.000838,2.923138,0.000838,0.008196,2.049462,2.049259,2.907030,0.857567,22.728317,22.730572,32.241844,0.441786,7.500000,PSF-00438_20251005064449_79b,80.157639,289.095642,0.722730,0.000000,0.000000,0.000000,0.5,0.80,0.005593,1.000000,62.63,62.62,25.48,23.50,23.50,90.16,156.9,-11.3,107.2,0,4.043,06:42:29,2025-10-05,0.01,1,0.013,0.003,0.012,-2.486,12.561,72.434,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.483925,2.498278,1.656999,0.581103,0.267521,-0.021982,0.389017,0.107318,80.157639,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005064449_79b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
31,06:45:47,2025-10-05,g34p_dark,mrk,,288,,,0.013267,2.922746,0.013207,0.135870,2.098065,2.094694,2.999525,0.901460,23.229923,23.267307,33.264397,0.441786,7.500000,PSF-00438_20251005064547_e85,110.372543,562.585449,0.803812,0.000000,0.000000,0.000000,0.5,0.80,0.006476,1.000000,64.04,63.94,25.50,24.03,24.03,90.17,156.8,156.8,0.0,0,4.042,06:42:29,2025-10-05,0.01,1,0.001,-0.004,-0.199,-0.765,-1.410,56.198,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485626,2.500119,1.656587,0.938335,0.267321,-0.016363,0.392915,0.107319,110.372543,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005064547_e85,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
32,06:47:02,2025-10-05,g34p_dark,mrk,,276,,,-0.010236,2.923705,-0.010272,-0.103379,2.052165,2.054729,2.934496,0.882332,22.787910,22.759474,32.544945,0.441786,7.500000,PSF-00438_20251005064702_a34,81.938263,353.446472,0.768174,0.000000,0.000000,0.000000,0.5,0.80,0.006922,1.000000,62.57,62.64,25.52,23.66,23.66,90.17,157.0,9.9,93.7,0,4.040,06:42:29,2025-10-05,0.01,1,0.006,-0.017,0.008,-0.327,0.092,64.050,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.483945,2.498187,1.657594,0.618758,0.267109,-0.020679,0.397850,0.107321,81.938263,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005064702_a34,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
33,06:49:51,2025-10-05,g34p_dark,mrk,,284,,,-0.002067,2.923233,-0.002069,-0.021795,2.049636,2.050176,2.973125,0.923489,22.736980,22.730982,32.972710,0.441786,7.500000,PSF-00438_20251005064951_dd5,74.894783,285.940277,0.738075,0.000000,0.000000,0.000000,0.5,0.80,0.005947,1.000000,62.57,62.58,25.50,23.88,23.88,90.17,156.9,15.5,90.1,0,4.036,06:42:29,2025-10-05,0.01,1,-0.019,-0.063,-0.087,-0.156,-0.019,20.477,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.483874,2.498196,1.657098,0.629109,0.267337,-0.017999,0.408652,0.107319,74.894783,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005064951_dd5,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
34,06:52:01,2025-10-05,g34p_dark,mrk,,275,,,-0.021537,2.922146,-0.021697,-0.212996,2.052257,2.057546,2.913064,0.860808,22.818901,22.760239,32.306896,0.441786,7.500000,PSF-00438_20251005065201_b05,85.205910,411.504852,0.792941,0.000000,0.000000,0.000000,0.5,0.80,0.007776,1.000000,62.91,63.08,25.43,23.54,23.54,90.17,156.8,155.7,0.7,0,4.033,06:42:29,2025-10-05,0.01,1,0.001,-0.006,-0.185,0.451,0.343,44.698,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484528,2.498666,1.655958,0.935388,0.268096,-0.020982,0.416969,0.107323,85.205910,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005065201_b05,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
35,06:53:35,2025-10-05,g34p_dark,mrk,,58256,,,-0.017341,2.923077,-0.017444,-0.177919,2.039056,2.043472,2.933403,0.894348,22.661554,22.612581,32.530659,0.441786,7.500000,PSF-00438_20251005065335_2a2,114.995956,577.418457,0.800845,0.000000,0.000000,0.000000,0.5,0.80,0.006070,1.000000,62.75,62.89,25.36,23.65,23.65,90.17,156.9,156.5,0.2,0,4.031,06:42:29,2025-10-05,0.01,1,0.000,0.003,-0.023,0.300,1.240,63.289,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484300,2.498470,1.656935,0.937537,0.268792,-0.018946,0.422681,0.107318,114.995956,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005065335_2a2,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
36,06:54:45,2025-10-05,g34p_dark,mrk,,265,,,-0.015459,2.922502,-0.015541,-0.183007,2.023433,2.027978,3.055330,1.031897,22.491041,22.440636,33.884766,0.441786,7.500000,PSF-00438_20251005065445_41e,90.265991,395.974884,0.772041,0.000000,0.000000,0.000000,0.5,0.80,0.009167,1.000000,62.37,62.51,25.34,24.33,24.33,90.17,156.8,156.5,0.2,0,4.029,06:53:53,2025-10-05,0.03,1,-0.000,-0.005,-0.033,0.297,0.342,66.968,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.483822,2.497954,1.656331,0.937435,0.269088,-0.011011,0.426932,0.107328,90.265991,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005065445_41e,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
37,06:57:37,2025-10-05,g34p_dark,mrk,,310,,,-0.010877,2.922780,-0.010917,-0.130601,2.034914,2.038156,3.082897,1.047983,22.604925,22.568968,34.192013,0.441786,7.500000,PSF-00438_20251005065737_a33,120.347855,597.218140,0.798486,0.000000,0.000000,0.000000,0.5,0.80,0.006687,1.000000,63.29,63.39,25.19,24.48,24.48,90.16,156.8,156.6,0.1,0,4.026,06:53:53,2025-10-05,0.03,1,-0.002,-0.002,-0.004,0.045,-0.085,1.377,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485001,2.499195,1.656623,0.937807,0.270712,-0.007591,0.437020,0.107320,120.347855,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005065737_a33,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
38,06:58:50,2025-10-05,g34p_dark,mrk,,315,,,0.007956,2.920256,0.007934,0.069051,2.028675,2.026957,2.792399,0.763725,22.480465,22.499517,30.969795,0.441786,7.500000,PSF-00438_20251005065850_b83,94.091179,435.939087,0.784164,0.000000,0.000000,0.000000,0.5,0.80,0.006817,1.000000,63.23,63.17,25.15,22.84,22.84,90.17,156.5,153.9,1.7,0,4.024,06:53:53,2025-10-05,0.03,1,-0.002,-0.119,-0.054,0.050,26.773,80.103,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484725,2.499119,1.653981,0.931014,0.271081,-0.025610,0.441204,0.107321,94.091179,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005065850_b83,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
39,06:59:45,2025-10-05,g34p_dark,mrk,,295,,,-0.005196,2.921902,-0.005205,-0.041841,2.051730,2.052769,2.757185,0.705455,22.766172,22.754646,30.578478,0.441786,7.500000,PSF-00438_20251005065945_d88,133.108734,621.012207,0.785658,0.000000,0.000000,0.000000,0.5,0.80,0.006205,1.000000,64.02,64.06,25.13,22.63,22.63,90.17,156.7,156.7,0.0,0,4.023,06:53:53,2025-10-05,0.03,1,-0.110,-0.047,-0.072,-62.268,65.368,32.579,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485873,2.500164,1.655702,0.938084,0.271303,-0.027696,0.444347,0.107319,133.108734,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005065945_d88,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
40,07:00:47,2025-10-05,g34p_dark,mrk,Flag,309,,,0.001263,2.921688,0.001263,0.010273,2.028639,2.028384,2.742735,0.714096,22.496044,22.498877,30.418642,0.441786,7.500000,PSF-00438_20251005070047_16b,0.525355,0.744224,0.294089,0.000000,0.000000,0.000000,0.5,0.80,0.198322,1.000000,63.35,63.35,25.12,22.54,22.54,90.17,156.7,-19.4,112.4,2,4.021,06:53:53,2025-10-05,0.03,1,-0.003,-0.004,-0.028,-0.034,0.108,-0.049,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484958,2.499295,1.655478,0.567186,0.271452,-0.028498,0.447916,0.108818,0.525355,0.000238,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070047_16b,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
41,07:00:59,2025-10-05,g34p_dark,mrk,,309,,,-0.005669,2.922605,-0.005680,-0.055194,2.042397,2.043767,2.894515,0.852119,22.667341,22.652143,32.102962,0.441786,7.500000,PSF-00438_20251005070059_fd8,146.670349,646.472839,0.773122,0.000000,0.000000,0.000000,0.5,0.80,0.007213,1.000000,63.77,63.82,25.12,23.43,23.43,90.16,156.8,156.6,0.1,0,4.020,06:53:53,2025-10-05,0.03,1,-0.003,-0.016,-0.188,1.162,4.733,145.238,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485565,2.499840,1.656439,0.937873,0.271419,-0.018637,0.448539,0.107322,146.670349,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070059_fd8,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
42,07:02:34,2025-10-05,g34p_dark,mrk,,301,,,-0.006791,2.922286,-0.006806,-0.068222,2.028550,2.030244,2.907575,0.879025,22.516302,22.497511,32.246292,0.441786,7.500000,PSF-00438_20251005070234_9ea,140.316360,602.650513,0.767168,0.000000,0.000000,0.000000,0.5,0.80,0.007279,1.000000,63.35,63.40,25.12,23.51,23.51,90.17,156.8,156.5,0.2,0,4.019,06:53:53,2025-10-05,0.03,1,0.000,0.000,-0.035,-0.243,1.729,139.278,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485027,2.499285,1.656105,0.937569,0.271438,-0.017783,0.453854,0.107322,140.316360,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070234_9ea,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
43,07:03:39,2025-10-05,g34p_dark,mrk,,294,,,-0.011176,2.921963,-0.011219,-0.171966,2.048489,2.052761,3.388977,1.340488,22.765137,22.717766,37.583790,0.441786,7.500000,PSF-00438_20251005070339_639,109.849335,579.965454,0.810593,0.000000,0.000000,0.000000,0.5,0.80,0.007304,1.000000,63.96,64.09,25.12,26.07,26.07,90.17,156.7,156.6,0.1,0,4.017,06:53:53,2025-10-05,0.03,1,-0.004,-0.016,-0.067,0.145,36.624,67.382,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485920,2.500081,1.655766,0.937785,0.271403,0.011300,0.457390,0.107321,109.849335,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070339_639,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
44,07:05:02,2025-10-05,g34p_dark,mrk,,293,,,-0.014892,2.922716,-0.014968,-0.160118,2.028560,2.032535,2.966328,0.937768,22.542898,22.498806,32.899620,0.441786,7.500000,PSF-00438_20251005070502_607,144.341827,635.862366,0.772998,0.000000,0.000000,0.000000,0.5,0.80,0.005122,1.000000,63.28,63.41,25.14,23.84,23.84,90.16,156.8,156.8,0.0,0,4.015,06:53:53,2025-10-05,0.03,1,-0.003,-0.002,-0.080,-0.232,-0.480,108.849,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485029,2.499194,1.656556,0.938270,0.271249,-0.014260,0.461890,0.107316,144.341827,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070502_607,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
45,07:06:08,2025-10-05,g34p_dark,mrk,,318,,,-0.008145,2.922353,-0.008168,-0.090990,2.031120,2.033379,3.007532,0.976412,22.551132,22.526070,33.354939,0.441786,7.500000,PSF-00438_20251005070608_895,116.458298,577.398071,0.798305,0.000000,0.000000,0.000000,0.5,0.80,0.006559,1.000000,63.26,63.33,25.16,24.07,24.07,90.17,156.8,156.6,0.1,0,4.014,07:05:17,2025-10-05,0.04,1,-0.000,-0.002,-0.041,0.192,18.201,35.219,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484922,2.499146,1.656175,0.937898,0.270951,-0.011994,0.465453,0.107319,116.458298,0.000240,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070608_895,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
46,07:07:25,2025-10-05,g34p_dark,mrk,,305,,,0.054400,2.923383,0.053406,0.674521,2.041630,2.024896,3.147565,1.105935,22.459412,22.645025,34.911655,0.441786,7.500000,PSF-00438_20251005070725_4b3,89.089394,356.011383,0.749757,0.000000,0.000000,0.000000,0.5,0.80,0.005802,1.000000,63.70,63.18,25.13,24.83,24.83,90.16,156.9,-9.7,106.2,0,4.012,07:05:17,2025-10-05,0.04,1,0.009,0.044,0.027,-0.147,-0.117,-0.506,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.484735,2.499731,1.657256,0.583903,0.271278,-0.003056,0.469515,0.107318,89.089394,0.000237,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070725_4b3,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
47,07:09:01,2025-10-05,g34p_dark,mrk,,304,,,-0.012465,2.920441,-0.012519,-0.126822,2.035877,2.039032,2.924176,0.888299,22.614321,22.579338,32.431213,0.441786,7.500000,PSF-00438_20251005070901_dd2,103.600502,601.189636,0.827674,0.000000,0.000000,0.000000,0.5,0.80,0.006800,1.000000,63.75,63.85,25.07,23.60,23.60,90.17,156.5,156.7,-0.1,0,3.981,07:05:17,2025-10-05,0.04,1,-0.002,-0.005,-0.115,0.025,0.330,57.827,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.485625,2.499818,1.654175,0.938090,0.271946,-0.016191,0.474527,0.107319,103.600502,0.000239,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20251005070901_dd2,PFA-00474,PSA-00486,PSF-00438,RHS-00603,3.0.0,2025-10-03T21:29:05.933Z
